months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
2,28,1999-05-22,IL,250/500,1000,1340.56,0,FEMALE,JD,MACHINE-OP-INSPCT,GOLF,NOT-IN-FAMILY,0,0,2015-01-17,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NY,NORTHBEND,19,1,YES,0,2,YES,58140,6460,6460,45220,SAAB,92X,2008,N
269,44,2002-12-21,OH,100/300,500,1297.75,4000000,FEMALE,JD,OTHER-SERVICE,CHESS,OWN-CHILD,0,-41400,2015-02-01,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,SC,COLUMBUS,15,3,,0,1,,98670,15180,15180,68310,CHEVROLET,TAHOE,2010,Y
101,27,2007-02-10,IL,250/500,1000,433.33,0,MALE,MASTERS,MACHINE-OP-INSPCT,GOLF,OTHER-RELATIVE,25900,0,2015-01-02,PARKED CAR,,MINOR DAMAGE,,SC,HILLSDALE,7,1,,0,3,NO,5900,1180,590,4130,MERCEDES,E400,2009,N
94,30,2002-03-01,IN,250/500,2000,1025.54,0,FEMALE,HIGH SCHOOL,ARMED-FORCES,PAINTBALL,OTHER-RELATIVE,0,-52600,2015-02-20,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,NC,ARLINGTON,19,1,,1,3,YES,64100,6410,6410,51280,CHEVROLET,MALIBU,2001,N
117,28,2003-04-21,OH,250/500,500,1264.77,0,FEMALE,ASSOCIATE,TRANSPORT-MOVING,YACHTING,UNMARRIED,47500,-32500,2015-02-05,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,SPRINGFIELD,13,2,YES,0,1,,55440,5040,10080,40320,SUBURU,FORRESTOR,2009,Y
111,27,2002-09-22,OH,250/500,500,1459.97,5000000,MALE,MD,SALES,YACHTING,OTHER-RELATIVE,0,0,2015-02-27,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,SC,NORTHBEND,2,3,NO,1,2,NO,80850,7350,14700,58800,FORD,F150,2011,Y
242,40,1998-02-10,OH,100/300,500,1238.65,0,FEMALE,HIGH SCHOOL,TRANSPORT-MOVING,BUNGIE-JUMPING,HUSBAND,0,-44600,2015-01-27,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,WV,SPRINGFIELD,5,1,YES,1,1,NO,7480,680,680,6120,SAAB,95,1998,N
440,61,1992-09-01,OH,250/500,500,1050.76,0,MALE,PHD,TRANSPORT-MOVING,MOVIES,WIFE,41500,-70200,2015-01-26,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,OH,RIVERWOOD,21,1,,2,3,NO,53640,5960,5960,41720,NISSAN,MAXIMA,2004,Y
20,23,1999-05-01,OH,500/1000,1000,1711.72,0,FEMALE,JD,TECH-SUPPORT,BASE-JUMPING,WIFE,0,0,2015-01-13,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,SC,NORTHBROOK,21,3,NO,2,2,NO,63250,5750,11500,46000,CHEVROLET,TAHOE,2002,Y
461,57,1997-12-19,IL,100/300,500,865.33,7000000,FEMALE,HIGH SCHOOL,FARMING-FISHING,GOLF,OWN-CHILD,0,0,2015-01-14,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,NY,HILLSDALE,7,3,NO,0,1,,59040,9840,9840,39360,DODGE,RAM,1995,N
208,36,2000-06-18,IL,250/500,500,1153.49,0,MALE,ASSOCIATE,CRAFT-REPAIR,BASE-JUMPING,OTHER-RELATIVE,0,0,2015-02-22,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,SC,ARLINGTON,16,3,YES,1,0,YES,50500,10100,5050,35350,ACCURA,TL,2004,N
279,43,1995-04-24,OH,500/1000,2000,1281.25,0,MALE,ASSOCIATE,MACHINE-OP-INSPCT,CROSS-FIT,OTHER-RELATIVE,0,0,2015-01-17,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,SC,COLUMBUS,13,1,YES,0,1,NO,57690,6410,12820,38460,MERCEDES,C300,2010,Y
244,40,2006-06-16,IL,100/300,500,1342.8,0,FEMALE,MD,SALES,BASE-JUMPING,HUSBAND,0,0,2015-02-02,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,NY,SPRINGFIELD,2,1,YES,1,3,YES,5940,660,660,4620,TOYOTA,CAMRY,2014,N
134,30,2007-09-28,OH,250/500,2000,1443.32,0,FEMALE,PHD,EXEC-MANAGERIAL,DANCING,UNMARRIED,0,0,2015-01-07,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,SC,NORTHBEND,19,3,,0,2,YES,47790,5310,5310,37170,SUBURU,IMPREZA,1995,Y
122,29,1991-11-21,OH,250/500,1000,1629.94,0,FEMALE,MASTERS,PRIV-HOUSE-SERV,SKYDIVING,OTHER-RELATIVE,0,-47100,2015-02-02,PARKED CAR,,TRIVIAL DAMAGE,,SC,RIVERWOOD,17,1,,0,1,NO,3850,350,350,3150,DODGE,NEON,2014,N
156,31,1996-09-21,IL,100/300,2000,1134.08,0,MALE,PHD,OTHER-SERVICE,READING,HUSBAND,0,0,2015-02-07,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,POLICE,NC,ARLINGTON,3,1,,2,0,,59000,5900,5900,47200,FORD,FUSION,2013,Y
232,43,2001-05-16,OH,250/500,500,1483.91,8000000,MALE,COLLEGE,MACHINE-OP-INSPCT,GOLF,HUSBAND,0,-33600,2015-01-18,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,NY,ARLINGTON,17,3,NO,0,1,,70600,7060,14120,49420,VOLKSWAGEN,PASSAT,2013,Y
244,40,1999-08-11,IN,500/1000,2000,1304.67,7000000,MALE,MASTERS,ARMED-FORCES,BASE-JUMPING,OTHER-RELATIVE,0,-45000,2015-01-10,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,HILLSDALE,5,3,,1,1,,61490,5590,11180,44720,DODGE,RAM,2001,N
84,30,2003-06-16,IL,500/1000,2000,1035.79,0,FEMALE,MD,PROTECTIVE-SERV,KAYAKING,WIFE,44400,-51500,2015-01-30,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,NORTHBEND,9,1,NO,1,0,YES,57640,5240,10480,41920,VOLKSWAGEN,PASSAT,2010,N
394,57,1999-03-30,IL,250/500,500,1401.2,0,FEMALE,HIGH SCHOOL,CRAFT-REPAIR,MOVIES,OWN-CHILD,51500,0,2015-01-25,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,NC,HILLSDALE,9,1,NO,1,0,NO,6890,1060,1060,4770,AUDI,A5,1999,N
246,45,1999-02-03,IL,250/500,1000,1665.45,0,MALE,JD,MACHINE-OP-INSPCT,HIKING,WIFE,34400,-33100,2015-01-29,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,PA,COLUMBUS,9,3,,2,2,,53280,11840,5920,35520,TOYOTA,CAMRY,2006,Y
35,29,2011-08-25,IN,500/1000,2000,653.66,0,FEMALE,JD,HANDLERS-CLEANERS,VIDEO-GAMES,UNMARRIED,52100,-46900,2015-02-24,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,SPRINGFIELD,22,3,NO,0,0,,78300,15660,7830,54810,BMW,X5,2009,N
156,37,2010-06-28,OH,100/300,500,1080.13,0,MALE,ASSOCIATE,PROTECTIVE-SERV,READING,OTHER-RELATIVE,0,-61000,2015-01-04,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,PA,SPRINGFIELD,15,3,YES,0,3,NO,41490,4610,4610,32270,NISSAN,PATHFINDER,2001,N
195,36,2001-11-06,IN,100/300,2000,1346.18,0,FEMALE,ASSOCIATE,MACHINE-OP-INSPCT,CAMPING,WIFE,57800,-53300,2015-02-25,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,SC,HILLSDALE,14,3,YES,2,3,YES,68970,12540,6270,50160,CHEVROLET,TAHOE,2007,N
369,55,2013-04-15,OH,250/500,2000,1589.54,0,MALE,COLLEGE,HANDLERS-CLEANERS,CAMPING,HUSBAND,55400,0,2015-01-27,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,VA,ARLINGTON,6,3,,2,0,YES,85300,17060,8530,59710,TOYOTA,HIGHLANDER,2003,N
271,40,1995-12-07,IL,100/300,1000,1251.65,0,FEMALE,ASSOCIATE,OTHER-SERVICE,CAMPING,WIFE,71200,0,2015-02-19,PARKED CAR,,MINOR DAMAGE,,NY,HILLSDALE,6,1,NO,0,0,NO,3080,560,280,2240,AUDI,A3,2012,N
332,47,1991-11-01,IL,100/300,2000,1083.01,0,MALE,MD,CRAFT-REPAIR,PAINTBALL,OTHER-RELATIVE,91900,0,2015-01-31,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,POLICE,WV,ARLINGTON,22,4,YES,2,0,,71760,11040,11040,49680,JEEP,GRAND CHEROKEE,2010,Y
107,26,2014-05-19,OH,100/300,500,974.59,0,FEMALE,JD,ARMED-FORCES,SKYDIVING,WIFE,62800,0,2015-01-18,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,NY,ARLINGTON,14,3,,1,0,NO,59700,11940,11940,35820,NISSAN,ULTIMA,2002,N
217,39,1992-03-15,IL,500/1000,2000,1399.85,0,FEMALE,MASTERS,OTHER-SERVICE,SKYDIVING,OTHER-RELATIVE,49900,-19800,2015-01-10,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,NY,COLUMBUS,16,3,NO,0,2,,64920,10820,10820,43280,FORD,FUSION,1997,N
243,43,2006-02-03,IN,500/1000,500,1307.74,0,FEMALE,ASSOCIATE,MACHINE-OP-INSPCT,BOARD-GAMES,OWN-CHILD,0,-75700,2015-01-28,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,SC,RIVERWOOD,10,3,,0,1,NO,37530,4170,4170,29190,JEEP,WRANGLER,2008,N
296,42,2003-03-16,IN,250/500,2000,1219.27,0,MALE,ASSOCIATE,TECH-SUPPORT,PAINTBALL,HUSBAND,53100,-63400,2015-02-16,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,WV,COLUMBUS,9,3,YES,1,2,NO,64080,7120,7120,49840,SAAB,93,2012,N
264,41,2002-10-16,OH,100/300,500,1411.3,0,MALE,PHD,PROF-SPECIALTY,CROSS-FIT,UNMARRIED,55600,0,2015-02-08,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,PA,NORTHBROOK,4,1,NO,1,0,,60390,10980,5490,43920,BMW,M5,2004,Y
108,33,1990-01-27,IL,100/300,2000,694.45,0,FEMALE,JD,ARMED-FORCES,EXERCISE,NOT-IN-FAMILY,0,0,2015-01-20,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,WV,NORTHBEND,6,3,,0,1,YES,64350,5850,11700,46800,NISSAN,PATHFINDER,2011,Y
32,38,2010-03-11,IL,100/300,500,1006.77,6000000,FEMALE,COLLEGE,OTHER-SERVICE,SLEEPING,OWN-CHILD,0,0,2015-02-06,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,NORTHBEND,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,X6,1997,N
259,39,1995-09-19,OH,250/500,1000,1422.36,0,FEMALE,JD,CRAFT-REPAIR,MOVIES,UNMARRIED,0,-83900,2015-01-24,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,PA,COLUMBUS,12,3,NO,1,3,,46560,7760,7760,31040,NISSAN,ULTIMA,2012,N
186,33,2010-02-27,IN,100/300,1000,1348.32,0,FEMALE,ASSOCIATE,CRAFT-REPAIR,CROSS-FIT,WIFE,37600,-37600,2015-01-14,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,NY,ARLINGTON,3,1,NO,2,1,,4730,860,860,3010,CHEVROLET,MALIBU,2013,Y
201,40,1991-12-28,OH,250/500,2000,1315.56,0,FEMALE,PHD,TRANSPORT-MOVING,VIDEO-GAMES,NOT-IN-FAMILY,0,0,2015-02-18,VEHICLE THEFT,,MINOR DAMAGE,POLICE,SC,NORTHBROOK,14,1,YES,0,0,YES,6820,1240,1240,4340,JEEP,GRAND CHEROKEE,2003,N
436,58,2002-04-30,OH,250/500,2000,1407.01,5000000,MALE,PHD,TECH-SUPPORT,SLEEPING,OTHER-RELATIVE,47400,-27600,2015-01-10,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,WV,RIVERWOOD,10,1,,0,2,,59900,11980,5990,41930,BMW,X5,1997,Y
189,36,2007-04-28,OH,250/500,2000,1388.58,0,FEMALE,MD,PRIV-HOUSE-SERV,BASKETBALL,OWN-CHILD,0,-49400,2015-02-13,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,WV,RIVERWOOD,17,3,,1,3,YES,79560,13260,13260,53040,FORD,ESCAPE,2009,N
105,33,1996-07-08,IL,500/1000,500,1310.76,0,FEMALE,HIGH SCHOOL,ADM-CLERICAL,KAYAKING,NOT-IN-FAMILY,0,-40900,2015-02-17,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,OTHER,VA,NORTHBROOK,8,1,YES,0,1,,70290,12780,6390,51120,ACCURA,MDX,2008,N
163,31,2002-04-01,IN,100/300,1000,1004.63,6000000,MALE,JD,PRIV-HOUSE-SERV,HIKING,NOT-IN-FAMILY,26900,0,2015-01-07,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,SC,HILLSDALE,14,3,YES,2,0,NO,63910,5810,11620,46480,SUBURU,FORRESTOR,1999,N
219,40,2006-10-29,OH,100/300,500,1134.91,0,FEMALE,ASSOCIATE,TRANSPORT-MOVING,GOLF,NOT-IN-FAMILY,68700,0,2015-01-29,VEHICLE THEFT,,TRIVIAL DAMAGE,,SC,RIVERWOOD,6,1,,1,0,NO,6400,640,640,5120,TOYOTA,CAMRY,1997,N
88,25,2007-10-25,IN,250/500,1000,1194.0,0,FEMALE,JD,HANDLERS-CLEANERS,MOVIES,HUSBAND,0,0,2015-02-13,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,SC,NORTHBROOK,6,1,YES,1,2,YES,66780,7420,7420,51940,FORD,ESCAPE,2013,Y
40,39,2001-03-28,IN,500/1000,1000,1248.25,4000000,FEMALE,COLLEGE,SALES,HIKING,OWN-CHILD,0,-33300,2015-02-01,PARKED CAR,,MINOR DAMAGE,POLICE,VA,NORTHBROOK,8,1,NO,0,2,,8760,1460,1460,5840,BMW,3 SERIES,2013,N
284,42,1995-05-04,OH,100/300,500,1338.54,-1000000,MALE,ASSOCIATE,MACHINE-OP-INSPCT,KAYAKING,WIFE,0,0,2015-01-29,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,NC,ARLINGTON,13,1,YES,0,1,,94160,8560,17120,68480,CHEVROLET,MALIBU,1996,N
59,40,2011-09-28,IL,250/500,2000,782.23,0,MALE,COLLEGE,PROTECTIVE-SERV,GOLF,OTHER-RELATIVE,64200,-32300,2015-02-06,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,AMBULANCE,OH,SPRINGFIELD,0,3,,0,2,NO,51570,5730,11460,34380,BMW,X5,2010,N
39,31,2003-01-28,IL,250/500,2000,1366.9,0,FEMALE,HIGH SCHOOL,HANDLERS-CLEANERS,POLO,HUSBAND,0,-15700,2015-01-28,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,NC,NORTHBEND,14,3,,1,0,NO,52700,10540,10540,31620,BMW,X6,2014,Y
147,34,2011-02-01,IL,500/1000,1000,1275.81,0,MALE,HIGH SCHOOL,SALES,DANCING,WIFE,0,-48300,2015-01-21,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NY,COLUMBUS,13,1,YES,2,2,,101010,15540,15540,69930,MERCEDES,ML350,1998,N
156,37,1993-02-09,IN,250/500,500,1090.65,0,MALE,HIGH SCHOOL,EXEC-MANAGERIAL,GOLF,UNMARRIED,0,-51800,2015-01-16,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,NC,COLUMBUS,16,4,,1,2,YES,53400,5340,5340,42720,HONDA,CIVIC,2010,Y
123,31,2005-08-05,IN,250/500,500,1326.0,0,FEMALE,ASSOCIATE,PROF-SPECIALTY,BASKETBALL,WIFE,0,-54600,2015-02-17,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,SC,NORTHBROOK,13,1,,1,2,NO,72120,12020,12020,48080,MERCEDES,ML350,2009,N
231,43,2006-06-17,IL,250/500,2000,972.47,0,MALE,COLLEGE,PROTECTIVE-SERV,READING,WIFE,0,-58100,2015-02-01,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,POLICE,PA,HILLSDALE,15,3,YES,2,2,YES,77100,7710,15420,53970,AUDI,A3,2010,N
247,39,1993-12-07,IL,100/300,500,806.31,0,FEMALE,COLLEGE,HANDLERS-CLEANERS,DANCING,WIFE,0,0,2015-02-25,PARKED CAR,,TRIVIAL DAMAGE,POLICE,SC,NORTHBEND,3,1,,2,3,,3300,600,0,2700,DODGE,RAM,2003,N
194,35,2012-03-14,IL,500/1000,500,1416.24,0,FEMALE,MD,ADM-CLERICAL,GOLF,NOT-IN-FAMILY,0,0,2015-02-26,PARKED CAR,,MINOR DAMAGE,,WV,NORTHBEND,7,1,YES,1,0,,5940,1080,540,4320,NISSAN,PATHFINDER,2003,N
119,27,1997-08-05,IN,250/500,2000,1097.64,0,MALE,HIGH SCHOOL,TRANSPORT-MOVING,VIDEO-GAMES,OTHER-RELATIVE,27100,0,2015-02-06,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,PA,NORTHBEND,16,2,NO,1,0,,63720,7080,21240,35400,ACCURA,TL,2006,N
259,43,2009-07-05,IL,100/300,500,947.75,0,FEMALE,MASTERS,FARMING-FISHING,BASE-JUMPING,NOT-IN-FAMILY,0,-39300,2015-02-03,VEHICLE THEFT,,TRIVIAL DAMAGE,POLICE,SC,RIVERWOOD,15,1,NO,1,3,NO,7680,1280,640,5760,AUDI,A5,2008,N
107,31,1994-11-25,IL,100/300,2000,1018.73,5000000,MALE,ASSOCIATE,HANDLERS-CLEANERS,YACHTING,OWN-CHILD,20000,-82700,2015-01-27,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,POLICE,NY,RIVERWOOD,21,3,YES,1,2,,93730,14420,21630,57680,HONDA,CRV,2001,N
48,44,1997-02-03,IL,100/300,2000,1400.74,0,MALE,COLLEGE,SALES,BASE-JUMPING,OTHER-RELATIVE,34000,-55600,2015-01-21,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,NC,ARLINGTON,23,3,YES,0,2,,87300,17460,17460,52380,JEEP,WRANGLER,2013,N
267,40,2009-10-09,IL,250/500,500,1155.53,5000000,MALE,JD,TRANSPORT-MOVING,CAMPING,WIFE,0,-35200,2015-01-24,PARKED CAR,,TRIVIAL DAMAGE,POLICE,NY,COLUMBUS,5,1,,0,2,NO,5670,1260,630,3780,FORD,F150,1997,N
286,47,2002-11-20,IN,250/500,500,1386.93,0,MALE,HIGH SCHOOL,PRIV-HOUSE-SERV,BUNGIE-JUMPING,HUSBAND,54100,-77600,2015-01-17,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,NY,SPRINGFIELD,15,3,YES,0,0,NO,65800,13160,6580,46060,ACCURA,TL,2001,N
175,34,1995-05-29,OH,100/300,500,915.29,0,FEMALE,JD,HANDLERS-CLEANERS,BASE-JUMPING,WIFE,82400,-57100,2015-02-23,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,NY,ARLINGTON,14,1,,2,1,YES,36720,4080,4080,28560,HONDA,ACCORD,2009,Y
111,29,2011-01-22,IL,250/500,500,1239.55,2000000,FEMALE,PHD,FARMING-FISHING,KAYAKING,OWN-CHILD,0,0,2015-01-09,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,SC,RIVERWOOD,1,1,,1,1,YES,52800,4800,9600,38400,MERCEDES,ML350,1996,Y
151,37,2012-10-18,IN,250/500,500,1366.42,0,FEMALE,ASSOCIATE,PROTECTIVE-SERV,CROSS-FIT,UNMARRIED,44000,0,2015-02-15,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,ARLINGTON,14,3,NO,1,2,YES,59100,5910,5910,47280,NISSAN,MAXIMA,1998,Y
156,37,1991-10-13,OH,500/1000,1000,1086.48,6000000,MALE,ASSOCIATE,MACHINE-OP-INSPCT,HIKING,UNMARRIED,0,-53800,2015-01-16,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,OTHER,NY,NORTHBROOK,17,3,,1,1,YES,77440,14080,7040,56320,SUBURU,LEGACY,1999,N
165,36,2010-10-01,IL,250/500,2000,1247.87,0,MALE,MASTERS,ARMED-FORCES,GOLF,HUSBAND,0,-39700,2015-01-14,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,NY,NORTHBEND,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 SERIES,2008,N
253,41,2013-04-10,OH,100/300,2000,1312.75,0,FEMALE,PHD,SALES,DANCING,OTHER-RELATIVE,81300,0,2015-01-01,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,SC,SPRINGFIELD,10,3,NO,2,2,YES,80740,7340,14680,58720,TOYOTA,CAMRY,2014,Y
10,26,2008-06-11,IN,100/300,2000,765.64,0,MALE,MD,SALES,BASE-JUMPING,NOT-IN-FAMILY,0,-22200,2015-02-16,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,SC,NORTHBROOK,3,3,,0,3,,31350,2850,5700,22800,HONDA,ACCORD,2001,Y
158,33,2013-12-04,OH,100/300,2000,1327.41,0,FEMALE,ASSOCIATE,HANDLERS-CLEANERS,SKYDIVING,OTHER-RELATIVE,0,-38600,2015-01-04,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,SC,HILLSDALE,0,1,,0,0,,35000,3500,7000,24500,SUBURU,LEGACY,2012,N
436,59,2010-08-21,OH,500/1000,1000,1338.55,0,MALE,PHD,PROTECTIVE-SERV,BOARD-GAMES,OWN-CHILD,39000,0,2015-01-12,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,POLICE,WV,HILLSDALE,10,3,,2,2,NO,68000,13600,6800,47600,TOYOTA,COROLLA,2014,N
91,30,2010-06-18,IL,250/500,2000,1316.63,8000000,FEMALE,MASTERS,MACHINE-OP-INSPCT,GOLF,UNMARRIED,43900,0,2015-01-08,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,OTHER,SC,NORTHBEND,13,3,YES,2,0,,84500,13000,13000,58500,BMW,X6,2009,N
256,42,1992-04-10,IL,500/1000,1000,1286.44,0,FEMALE,MD,TRANSPORT-MOVING,BUNGIE-JUMPING,WIFE,0,-39500,2015-01-22,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,WV,NORTHBEND,14,1,NO,2,1,,75500,7550,15100,52850,NISSAN,ULTIMA,1998,N
274,46,1997-02-03,OH,500/1000,1000,1372.18,0,MALE,HIGH SCHOOL,EXEC-MANAGERIAL,BUNGIE-JUMPING,NOT-IN-FAMILY,0,0,2015-01-13,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,WV,RIVERWOOD,22,3,NO,1,3,,90600,15100,15100,60400,BMW,X5,2009,N
275,45,1991-12-06,IN,500/1000,2000,1447.77,0,FEMALE,ASSOCIATE,ADM-CLERICAL,CAMPING,WIFE,39400,-63900,2015-01-18,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,AMBULANCE,VA,NORTHBEND,8,3,YES,1,1,,64320,5360,10720,48240,ACCURA,MDX,1998,N
1,33,1995-09-19,IL,250/500,500,903.32,0,FEMALE,HIGH SCHOOL,TRANSPORT-MOVING,YACHTING,NOT-IN-FAMILY,0,0,2015-01-19,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,NY,NORTHBEND,1,3,,1,0,,31700,6340,3170,22190,TOYOTA,HIGHLANDER,2006,N
85,30,1993-10-29,IN,500/1000,1000,1454.42,0,MALE,ASSOCIATE,PROTECTIVE-SERV,READING,OTHER-RELATIVE,51600,-73900,2015-01-31,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,NY,SPRINGFIELD,19,1,YES,0,1,YES,74280,12380,12380,49520,SUBURU,FORRESTOR,2006,Y
233,37,1991-11-03,IL,100/300,2000,1603.42,0,FEMALE,HIGH SCHOOL,SALES,VIDEO-GAMES,WIFE,61600,-30200,2015-02-06,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,NY,COLUMBUS,17,1,YES,0,2,YES,80520,13420,6710,60390,TOYOTA,COROLLA,2005,N
142,30,2002-07-09,IN,250/500,2000,1616.58,0,MALE,JD,ADM-CLERICAL,POLO,HUSBAND,58500,-46800,2015-02-04,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,SC,HILLSDALE,13,3,YES,0,3,YES,63600,6360,12720,44520,DODGE,RAM,2010,N
266,44,1999-12-07,IL,250/500,500,1611.83,0,MALE,HIGH SCHOOL,HANDLERS-CLEANERS,MOVIES,HUSBAND,0,0,2015-01-02,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,POLICE,WV,RIVERWOOD,4,1,,1,2,YES,32800,3280,3280,26240,BMW,3 SERIES,2012,N
350,50,2005-07-01,OH,500/1000,500,889.13,0,FEMALE,MASTERS,PRIV-HOUSE-SERV,BOARD-GAMES,OTHER-RELATIVE,0,0,2015-02-26,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,POLICE,PA,NORTHBEND,14,3,NO,0,2,NO,44190,9820,4910,29460,AUDI,A3,2015,N
97,26,1991-11-04,IL,250/500,1000,1252.08,0,MALE,COLLEGE,EXEC-MANAGERIAL,SLEEPING,NOT-IN-FAMILY,0,0,2015-02-08,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,OTHER,VA,SPRINGFIELD,4,2,YES,2,2,NO,50400,10080,5040,35280,HONDA,CRV,2000,Y
