months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
328,48,2005-12-10,IL,250/500,500,1411.43,0,MALE,MASTERS,ARMED-FORCES,BUNGIE-JUMPING,OWN-CHILD,45100,-32800,2015-01-16,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,NY,RIVERWOOD,17,1,YES,2,1,NO,59400,5940,11880,41580,HONDA,CIVIC,2014,0
285,43,1994-11-07,OH,100/300,2000,1512.58,0,FEMALE,COLLEGE,SALES,PAINTBALL,OTHER-RELATIVE,47600,0,2015-01-13,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,SC,ARLINGTON,7,1,NO,1,1,NO,2520,280,280,1960,BMW,3 SERIES,1997,0
30,31,2012-06-02,IL,250/500,2000,1153.35,0,MALE,PHD,CRAFT-REPAIR,GOLF,NOT-IN-FAMILY,0,0,2015-02-02,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NY,HILLSDALE,9,1,NO,2,1,YES,5760,960,960,3840,SUBURU,IMPREZA,2011,0
342,49,1998-04-07,OH,250/500,500,1722.95,0,MALE,PHD,TRANSPORT-MOVING,BASE-JUMPING,NOT-IN-FAMILY,63100,-13800,2015-02-28,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,WV,HILLSDALE,3,1,NO,2,0,YES,76700,7670,7670,61360,SUBURU,LEGACY,2006,0
219,39,2007-04-25,IN,250/500,2000,1281.07,7000000,FEMALE,HIGH SCHOOL,PROTECTIVE-SERV,BOARD-GAMES,UNMARRIED,0,0,2015-01-18,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NY,SPRINGFIELD,6,1,NO,0,2,NO,5920,740,740,4440,CHEVROLET,MALIBU,2015,0
468,62,2000-06-30,IL,100/300,500,1011.92,0,MALE,PHD,MACHINE-OP-INSPCT,PAINTBALL,WIFE,0,0,2015-02-15,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,SC,RIVERWOOD,7,3,YES,0,3,NO,64350,7150,7150,50050,CHEVROLET,TAHOE,2009,0
241,39,1996-06-04,IL,250/500,2000,1042.26,0,MALE,JD,SALES,KAYAKING,HUSBAND,0,0,2015-01-31,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,WV,NORTHBEND,21,3,NO,1,2,NO,19080,4240,2120,12720,SAAB,93,1995,0
223,43,2009-05-09,OH,500/1000,500,1235.1,0,FEMALE,MASTERS,TECH-SUPPORT,EXERCISE,NOT-IN-FAMILY,66400,-34400,2015-02-10,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,SC,SPRINGFIELD,14,1,NO,2,1,NO,54400,5440,5440,43520,BMW,M5,2011,0
128,32,2001-07-08,OH,100/300,2000,768.91,0,FEMALE,COLLEGE,SALES,CHESS,OTHER-RELATIVE,0,-39300,2015-02-26,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,COLUMBUS,0,1,NO,1,0,NO,59800,5980,5980,47840,FORD,F150,1999,1
124,29,1993-09-20,OH,500/1000,500,1301.72,0,MALE,MASTERS,HANDLERS-CLEANERS,GOLF,HUSBAND,0,0,2015-02-25,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,VA,SPRINGFIELD,14,3,NO,0,3,YES,72000,7200,7200,57600,AUDI,A3,2005,0
343,48,2009-11-03,IN,250/500,500,1451.54,3000000,MALE,JD,ADM-CLERICAL,HIKING,HUSBAND,0,0,2015-01-08,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,POLICE,SC,RIVERWOOD,13,4,NO,2,3,NO,65070,7230,14460,43380,MERCEDES,C300,2003,0
404,53,2014-12-10,IN,250/500,500,767.14,0,MALE,ASSOCIATE,SALES,READING,NOT-IN-FAMILY,25500,-36700,2015-01-14,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,COLUMBUS,8,1,NO,0,1,NO,8800,1760,880,6160,SUBURU,LEGACY,2002,0
63,24,1994-01-08,OH,250/500,2000,1620.89,0,FEMALE,HIGH SCHOOL,HANDLERS-CLEANERS,MOVIES,OTHER-RELATIVE,0,0,2015-02-03,VEHICLE THEFT,REAR COLLISION,MINOR DAMAGE,POLICE,NC,HILLSDALE,7,1,NO,2,0,NO,6120,1020,1020,4080,TOYOTA,COROLLA,2015,0
210,37,2006-08-05,IN,500/1000,2000,1048.46,0,MALE,HIGH SCHOOL,PRIV-HOUSE-SERV,SKYDIVING,NOT-IN-FAMILY,59900,0,2015-01-05,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,OH,COLUMBUS,9,1,NO,1,2,NO,7080,1180,590,5310,DODGE,RAM,1999,0
335,50,2007-02-07,OH,100/300,1000,1538.26,6000000,MALE,HIGH SCHOOL,SALES,YACHTING,OTHER-RELATIVE,62200,-31400,2015-01-24,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,AMBULANCE,NY,RIVERWOOD,12,3,YES,2,3,YES,34320,8580,4290,21450,VOLKSWAGEN,PASSAT,2009,0
11,40,2001-04-09,OH,500/1000,2000,1217.69,0,FEMALE,MD,PROF-SPECIALTY,READING,WIFE,24000,0,2015-01-26,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,SC,SPRINGFIELD,6,3,NO,1,0,NO,53460,9720,9720,34020,DODGE,NEON,2004,1
142,33,1995-02-17,IN,100/300,2000,1362.64,5000000,FEMALE,JD,EXEC-MANAGERIAL,CROSS-FIT,WIFE,0,0,2015-01-21,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,NC,COLUMBUS,11,1,YES,1,3,NO,81360,6780,13560,61020,SUBURU,LEGACY,2009,1
272,43,1995-07-25,OH,100/300,1000,1279.13,0,MALE,PHD,CRAFT-REPAIR,BUNGIE-JUMPING,OTHER-RELATIVE,0,0,2015-02-06,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,AMBULANCE,NC,SPRINGFIELD,5,3,NO,1,2,YES,81070,7370,14740,58960,AUDI,A3,2006,1
69,26,2006-03-24,IL,100/300,2000,924.72,0,FEMALE,HIGH SCHOOL,MACHINE-OP-INSPCT,BASE-JUMPING,UNMARRIED,0,0,2015-01-07,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,NY,COLUMBUS,14,1,NO,2,2,NO,63120,5260,10520,47340,AUDI,A5,2008,0
38,28,1995-03-28,OH,250/500,1000,1019.44,0,MALE,MASTERS,TRANSPORT-MOVING,YACHTING,NOT-IN-FAMILY,0,-39700,2015-02-10,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NC,SPRINGFIELD,17,1,NO,2,1,NO,7200,1440,720,5040,BMW,X5,2004,0
328,46,1996-06-19,IL,500/1000,500,1314.6,0,FEMALE,MD,PROF-SPECIALTY,EXERCISE,NOT-IN-FAMILY,24800,0,2015-02-23,SINGLE VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,OTHER,WV,HILLSDALE,0,1,NO,2,3,NO,70290,12780,6390,51120,SAAB,92X,1998,1
281,43,1993-06-16,OH,100/300,1000,1515.18,6000000,MALE,COLLEGE,PRIV-HOUSE-SERV,CAMPING,OTHER-RELATIVE,0,0,2015-01-09,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,SC,NORTHBROOK,21,3,NO,1,0,NO,60190,9260,9260,41670,BMW,X6,1999,0
246,44,2001-07-11,OH,250/500,2000,1649.18,0,MALE,COLLEGE,FARMING-FISHING,BASE-JUMPING,OTHER-RELATIVE,0,-58600,2015-02-22,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,NY,HILLSDALE,18,1,YES,1,2,YES,61380,11160,5580,44640,HONDA,CIVIC,2009,1
298,49,2008-11-22,OH,250/500,500,1451.01,0,FEMALE,COLLEGE,OTHER-SERVICE,EXERCISE,OWN-CHILD,47800,0,2015-02-21,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,AMBULANCE,NY,SPRINGFIELD,17,1,NO,2,2,NO,28100,2810,5620,19670,JEEP,GRAND CHEROKEE,2012,0
330,50,2002-12-28,IL,500/1000,1000,978.46,0,FEMALE,HIGH SCHOOL,SALES,YACHTING,HUSBAND,0,0,2015-02-04,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,NY,HILLSDALE,19,1,YES,0,0,NO,49060,8920,8920,31220,CHEVROLET,SILVERADO,1995,0
362,50,2006-01-01,IL,250/500,500,1198.34,4000000,MALE,ASSOCIATE,SALES,BOARD-GAMES,WIFE,53000,-72500,2015-01-07,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,FIRE,NY,COLUMBUS,17,3,NO,1,1,NO,57060,6340,6340,44380,MERCEDES,E400,1995,0
241,38,1990-05-19,IN,100/300,2000,1003.23,0,FEMALE,ASSOCIATE,TECH-SUPPORT,KAYAKING,NOT-IN-FAMILY,0,0,2015-01-17,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,VA,ARLINGTON,23,3,NO,0,3,YES,77880,12980,12980,51920,ACCURA,MDX,2008,0
245,41,2013-08-26,IN,500/1000,2000,1212.0,0,MALE,MASTERS,EXEC-MANAGERIAL,BASKETBALL,UNMARRIED,24400,-60500,2015-01-28,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,AMBULANCE,NY,SPRINGFIELD,4,1,YES,0,1,YES,73500,7350,14700,51450,JEEP,WRANGLER,1999,0
371,52,1997-10-12,IL,250/500,1000,1242.96,7000000,FEMALE,HIGH SCHOOL,OTHER-SERVICE,PAINTBALL,OWN-CHILD,0,-37100,2015-02-22,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,NY,RIVERWOOD,2,2,YES,2,0,NO,88920,6840,13680,68400,ACCURA,RSX,2010,0
343,52,2002-01-21,IL,500/1000,1000,1053.02,0,FEMALE,ASSOCIATE,PROF-SPECIALTY,BUNGIE-JUMPING,NOT-IN-FAMILY,0,0,2015-02-16,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,NY,ARLINGTON,2,1,NO,0,2,NO,47630,12990,4330,30310,TOYOTA,COROLLA,2005,1
377,53,1996-09-02,IL,100/300,500,1693.63,0,FEMALE,MD,CRAFT-REPAIR,KAYAKING,UNMARRIED,0,-64000,2015-02-17,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,WV,HILLSDALE,10,3,YES,1,3,NO,59040,6560,6560,45920,SAAB,93,2015,0
154,37,2010-01-28,IL,250/500,1000,2047.59,0,FEMALE,MD,FARMING-FISHING,DANCING,OTHER-RELATIVE,0,-67800,2015-01-09,SINGLE VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,OTHER,SC,COLUMBUS,2,1,NO,0,3,NO,79530,14460,7230,57840,ACCURA,MDX,2000,0
166,34,2014-10-03,OH,100/300,1000,1083.72,0,FEMALE,HIGH SCHOOL,MACHINE-OP-INSPCT,BASE-JUMPING,WIFE,65600,-68200,2015-02-09,SINGLE VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,NY,COLUMBUS,18,1,NO,0,2,YES,53680,4880,4880,43920,HONDA,CRV,2005,0
298,46,2007-05-02,OH,500/1000,1000,1138.42,6000000,MALE,JD,PROF-SPECIALTY,DANCING,OWN-CHILD,36900,-55000,2015-02-16,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,ARLINGTON,18,1,NO,2,3,YES,33550,3050,6100,24400,VOLKSWAGEN,PASSAT,2005,0
235,42,1990-09-22,IN,250/500,500,1072.62,0,FEMALE,MASTERS,MACHINE-OP-INSPCT,EXERCISE,HUSBAND,39900,-60200,2015-02-18,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,WV,SPRINGFIELD,7,4,NO,2,1,YES,69100,6910,6910,55280,TOYOTA,HIGHLANDER,2006,0
172,35,2004-09-19,IL,100/300,2000,1219.04,0,MALE,MD,HANDLERS-CLEANERS,PAINTBALL,OWN-CHILD,63600,-68700,2015-01-11,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,POLICE,OH,HILLSDALE,19,3,NO,2,0,NO,79750,14500,14500,50750,NISSAN,PATHFINDER,1999,0
27,28,1995-08-28,IN,100/300,2000,1371.78,0,MALE,JD,FARMING-FISHING,POLO,OTHER-RELATIVE,0,-32500,2015-02-04,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,PA,RIVERWOOD,10,3,NO,0,2,YES,53600,5360,10720,37520,AUDI,A5,2015,1
428,54,2004-02-04,IN,100/300,2000,1506.21,0,MALE,MASTERS,TRANSPORT-MOVING,KAYAKING,UNMARRIED,0,-24400,2015-01-22,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NY,RIVERWOOD,16,3,NO,1,0,NO,76560,12760,6380,57420,NISSAN,ULTIMA,2009,0
99,32,2014-07-23,IN,100/300,1000,1058.21,3000000,MALE,JD,CRAFT-REPAIR,GOLF,UNMARRIED,0,0,2015-01-10,SINGLE VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,NY,ARLINGTON,17,1,YES,1,1,NO,41130,4570,4570,31990,DODGE,RAM,1999,0
107,26,1997-03-21,IL,500/1000,2000,932.14,0,MALE,MD,SALES,CROSS-FIT,OWN-CHILD,40600,0,2015-01-10,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,COLUMBUS,2,3,NO,2,3,NO,78650,14300,7150,57200,AUDI,A3,1996,1
272,41,1991-05-06,OH,500/1000,2000,1608.34,0,FEMALE,ASSOCIATE,FARMING-FISHING,READING,OWN-CHILD,33300,-10600,2015-02-16,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,OTHER,NY,SPRINGFIELD,19,1,NO,1,1,NO,71060,6460,12920,51680,SAAB,92X,2010,0
151,37,1992-08-07,IN,500/1000,1000,1728.56,0,FEMALE,MASTERS,FARMING-FISHING,DANCING,OWN-CHILD,54000,0,2015-02-08,SINGLE VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,WV,NORTHBROOK,0,1,YES,1,1,NO,38830,3530,3530,31770,SUBURU,LEGACY,1999,0
249,43,2013-09-03,IL,250/500,1000,1518.46,0,FEMALE,MD,ARMED-FORCES,CROSS-FIT,OWN-CHILD,0,0,2015-01-26,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,FIRE,SC,RIVERWOOD,16,1,NO,0,0,YES,53500,5350,5350,42800,SAAB,92X,2015,0
177,38,2012-01-05,IL,100/300,2000,1540.19,0,FEMALE,COLLEGE,ADM-CLERICAL,SKYDIVING,OTHER-RELATIVE,0,-74500,2015-02-01,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,OTHER,VA,COLUMBUS,20,1,YES,2,0,NO,73700,7370,7370,58960,CHEVROLET,SILVERADO,2001,1
190,40,2007-01-27,OH,500/1000,2000,965.21,0,FEMALE,JD,EXEC-MANAGERIAL,CAMPING,OTHER-RELATIVE,36900,-53700,2015-02-02,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,SC,HILLSDALE,10,1,NO,2,1,YES,6300,630,630,5040,NISSAN,ULTIMA,2001,0
174,36,2005-10-14,IL,100/300,2000,1278.75,0,FEMALE,COLLEGE,TECH-SUPPORT,PAINTBALL,OWN-CHILD,53200,-53800,2015-02-06,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,NY,RIVERWOOD,21,3,NO,2,2,NO,65400,10900,10900,43600,DODGE,RAM,2012,0
95,28,1990-11-03,OH,250/500,1000,773.99,0,MALE,ASSOCIATE,ARMED-FORCES,BOARD-GAMES,OTHER-RELATIVE,0,-70300,2015-01-01,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,PA,SPRINGFIELD,3,1,YES,1,2,NO,3200,640,320,2240,MERCEDES,E400,2014,0
371,51,2005-10-15,IN,500/1000,1000,1532.47,0,FEMALE,ASSOCIATE,TECH-SUPPORT,GOLF,OTHER-RELATIVE,60300,-24700,2015-01-19,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,NY,ARLINGTON,7,1,YES,0,3,YES,75400,7540,15080,52780,DODGE,RAM,2012,1
2,28,1999-05-22,IL,250/500,1000,1340.56,0,FEMALE,JD,MACHINE-OP-INSPCT,GOLF,NOT-IN-FAMILY,0,0,2015-01-17,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,FIRE,NY,NORTHBEND,19,1,YES,0,2,YES,58140,6460,6460,45220,SAAB,92X,2008,0
269,44,2002-12-21,OH,100/300,500,1297.75,4000000,FEMALE,JD,OTHER-SERVICE,CHESS,OWN-CHILD,0,-41400,2015-02-01,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,AMBULANCE,SC,COLUMBUS,15,3,NO,0,1,NO,98670,15180,15180,68310,CHEVROLET,TAHOE,2010,1
101,27,2007-02-10,IL,250/500,1000,433.33,0,MALE,MASTERS,MACHINE-OP-INSPCT,GOLF,OTHER-RELATIVE,25900,0,2015-01-02,PARKED CAR,REAR COLLISION,MINOR DAMAGE,POLICE,SC,HILLSDALE,7,1,NO,0,3,NO,5900,1180,590,4130,MERCEDES,E400,2009,0
94,30,2002-03-01,IN,250/500,2000,1025.54,0,FEMALE,HIGH SCHOOL,ARMED-FORCES,PAINTBALL,OTHER-RELATIVE,0,-52600,2015-02-20,SINGLE VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,NC,ARLINGTON,19,1,NO,1,3,YES,64100,6410,6410,51280,CHEVROLET,MALIBU,2001,0
117,28,2003-04-21,OH,250/500,500,1264.77,0,FEMALE,ASSOCIATE,TRANSPORT-MOVING,YACHTING,UNMARRIED,47500,-32500,2015-02-05,MULTI-VEHICLE COLLISION,REAR COLLISION,TOTAL LOSS,FIRE,SC,SPRINGFIELD,13,2,YES,0,1,NO,55440,5040,10080,40320,SUBURU,FORRESTOR,2009,1
111,27,2002-09-22,OH,250/500,500,1459.97,5000000,MALE,MD,SALES,YACHTING,OTHER-RELATIVE,0,0,2015-02-27,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,SC,NORTHBEND,2,3,NO,1,2,NO,80850,7350,14700,58800,FORD,F150,2011,1
242,40,1998-02-10,OH,100/300,500,1238.65,0,FEMALE,HIGH SCHOOL,TRANSPORT-MOVING,BUNGIE-JUMPING,HUSBAND,0,-44600,2015-01-27,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,WV,SPRINGFIELD,5,1,YES,1,1,NO,7480,680,680,6120,SAAB,95,1998,0
440,61,1992-09-01,OH,250/500,500,1050.76,0,MALE,PHD,TRANSPORT-MOVING,MOVIES,WIFE,41500,-70200,2015-01-26,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,OH,RIVERWOOD,21,1,NO,2,3,NO,53640,5960,5960,41720,NISSAN,MAXIMA,2004,1
20,23,1999-05-01,OH,500/1000,1000,1711.72,0,FEMALE,JD,TECH-SUPPORT,BASE-JUMPING,WIFE,0,0,2015-01-13,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,SC,NORTHBROOK,21,3,NO,2,2,NO,63250,5750,11500,46000,CHEVROLET,TAHOE,2002,1
461,57,1997-12-19,IL,100/300,500,865.33,7000000,FEMALE,HIGH SCHOOL,FARMING-FISHING,GOLF,OWN-CHILD,0,0,2015-01-14,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,AMBULANCE,NY,HILLSDALE,7,3,NO,0,1,NO,59040,9840,9840,39360,DODGE,RAM,1995,0
208,36,2000-06-18,IL,250/500,500,1153.49,0,MALE,ASSOCIATE,CRAFT-REPAIR,BASE-JUMPING,OTHER-RELATIVE,0,0,2015-02-22,MULTI-VEHICLE COLLISION,SIDE COLLISION,TOTAL LOSS,OTHER,SC,ARLINGTON,16,3,YES,1,0,YES,50500,10100,5050,35350,ACCURA,TL,2004,0
279,43,1995-04-24,OH,500/1000,2000,1281.25,0,MALE,ASSOCIATE,MACHINE-OP-INSPCT,CROSS-FIT,OTHER-RELATIVE,0,0,2015-01-17,SINGLE VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,POLICE,SC,COLUMBUS,13,1,YES,0,1,NO,57690,6410,12820,38460,MERCEDES,C300,2010,1
244,40,2006-06-16,IL,100/300,500,1342.8,0,FEMALE,MD,SALES,BASE-JUMPING,HUSBAND,0,0,2015-02-02,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NY,SPRINGFIELD,2,1,YES,1,3,YES,5940,660,660,4620,TOYOTA,CAMRY,2014,0
134,30,2007-09-28,OH,250/500,2000,1443.32,0,FEMALE,PHD,EXEC-MANAGERIAL,DANCING,UNMARRIED,0,0,2015-01-07,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,FIRE,SC,NORTHBEND,19,3,NO,0,2,YES,47790,5310,5310,37170,SUBURU,IMPREZA,1995,1
122,29,1991-11-21,OH,250/500,1000,1629.94,0,FEMALE,MASTERS,PRIV-HOUSE-SERV,SKYDIVING,OTHER-RELATIVE,0,-47100,2015-02-02,PARKED CAR,REAR COLLISION,TRIVIAL DAMAGE,POLICE,SC,RIVERWOOD,17,1,NO,0,1,NO,3850,350,350,3150,DODGE,NEON,2014,0
156,31,1996-09-21,IL,100/300,2000,1134.08,0,MALE,PHD,OTHER-SERVICE,READING,HUSBAND,0,0,2015-02-07,SINGLE VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,POLICE,NC,ARLINGTON,3,1,NO,2,0,NO,59000,5900,5900,47200,FORD,FUSION,2013,1
232,43,2001-05-16,OH,250/500,500,1483.91,8000000,MALE,COLLEGE,MACHINE-OP-INSPCT,GOLF,HUSBAND,0,-33600,2015-01-18,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,NY,ARLINGTON,17,3,NO,0,1,NO,70600,7060,14120,49420,VOLKSWAGEN,PASSAT,2013,1
244,40,1999-08-11,IN,500/1000,2000,1304.67,7000000,MALE,MASTERS,ARMED-FORCES,BASE-JUMPING,OTHER-RELATIVE,0,-45000,2015-01-10,MULTI-VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,HILLSDALE,5,3,NO,1,1,NO,61490,5590,11180,44720,DODGE,RAM,2001,0
84,30,2003-06-16,IL,500/1000,2000,1035.79,0,FEMALE,MD,PROTECTIVE-SERV,KAYAKING,WIFE,44400,-51500,2015-01-30,SINGLE VEHICLE COLLISION,SIDE COLLISION,MINOR DAMAGE,POLICE,SC,NORTHBEND,9,1,NO,1,0,YES,57640,5240,10480,41920,VOLKSWAGEN,PASSAT,2010,0
394,57,1999-03-30,IL,250/500,500,1401.2,0,FEMALE,HIGH SCHOOL,CRAFT-REPAIR,MOVIES,OWN-CHILD,51500,0,2015-01-25,VEHICLE THEFT,REAR COLLISION,TRIVIAL DAMAGE,POLICE,NC,HILLSDALE,9,1,NO,1,0,NO,6890,1060,1060,4770,AUDI,A5,1999,0
246,45,1999-02-03,IL,250/500,1000,1665.45,0,MALE,JD,MACHINE-OP-INSPCT,HIKING,WIFE,34400,-33100,2015-01-29,MULTI-VEHICLE COLLISION,SIDE COLLISION,MAJOR DAMAGE,FIRE,PA,COLUMBUS,9,3,NO,2,2,NO,53280,11840,5920,35520,TOYOTA,CAMRY,2006,1
35,29,2011-08-25,IN,500/1000,2000,653.66,0,FEMALE,JD,HANDLERS-CLEANERS,VIDEO-GAMES,UNMARRIED,52100,-46900,2015-02-24,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,FIRE,SC,SPRINGFIELD,22,3,NO,0,0,NO,78300,15660,7830,54810,BMW,X5,2009,0
156,37,2010-06-28,OH,100/300,500,1080.13,0,MALE,ASSOCIATE,PROTECTIVE-SERV,READING,OTHER-RELATIVE,0,-61000,2015-01-04,MULTI-VEHICLE COLLISION,REAR COLLISION,MAJOR DAMAGE,AMBULANCE,PA,SPRINGFIELD,15,3,YES,0,3,NO,41490,4610,4610,32270,NISSAN,PATHFINDER,2001,0
195,36,2001-11-06,IN,100/300,2000,1346.18,0,FEMALE,ASSOCIATE,MACHINE-OP-INSPCT,CAMPING,WIFE,57800,-53300,2015-02-25,MULTI-VEHICLE COLLISION,FRONT COLLISION,TOTAL LOSS,FIRE,SC,HILLSDALE,14,3,YES,2,3,YES,68970,12540,6270,50160,CHEVROLET,TAHOE,2007,0
369,55,2013-04-15,OH,250/500,2000,1589.54,0,MALE,COLLEGE,HANDLERS-CLEANERS,CAMPING,HUSBAND,55400,0,2015-01-27,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,POLICE,VA,ARLINGTON,6,3,NO,2,0,YES,85300,17060,8530,59710,TOYOTA,HIGHLANDER,2003,0
271,40,1995-12-07,IL,100/300,1000,1251.65,0,FEMALE,ASSOCIATE,OTHER-SERVICE,CAMPING,WIFE,71200,0,2015-02-19,PARKED CAR,REAR COLLISION,MINOR DAMAGE,POLICE,NY,HILLSDALE,6,1,NO,0,0,NO,3080,560,280,2240,AUDI,A3,2012,0
332,47,1991-11-01,IL,100/300,2000,1083.01,0,MALE,MD,CRAFT-REPAIR,PAINTBALL,OTHER-RELATIVE,91900,0,2015-01-31,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,POLICE,WV,ARLINGTON,22,4,YES,2,0,NO,71760,11040,11040,49680,JEEP,GRAND CHEROKEE,2010,1
107,26,2014-05-19,OH,100/300,500,974.59,0,FEMALE,JD,ARMED-FORCES,SKYDIVING,WIFE,62800,0,2015-01-18,MULTI-VEHICLE COLLISION,REAR COLLISION,MINOR DAMAGE,AMBULANCE,NY,ARLINGTON,14,3,NO,1,0,NO,59700,11940,11940,35820,NISSAN,ULTIMA,2002,0
217,39,1992-03-15,IL,500/1000,2000,1399.85,0,FEMALE,MASTERS,OTHER-SERVICE,SKYDIVING,OTHER-RELATIVE,49900,-19800,2015-01-10,MULTI-VEHICLE COLLISION,FRONT COLLISION,MINOR DAMAGE,FIRE,NY,COLUMBUS,16,3,NO,0,2,NO,64920,10820,10820,43280,FORD,FUSION,1997,0
243,43,2006-02-03,IN,500/1000,500,1307.74,0,FEMALE,ASSOCIATE,MACHINE-OP-INSPCT,BOARD-GAMES,OWN-CHILD,0,-75700,2015-01-28,MULTI-VEHICLE COLLISION,FRONT COLLISION,MAJOR DAMAGE,AMBULANCE,SC,RIVERWOOD,10,3,NO,0,1,NO,37530,4170,4170,29190,JEEP,WRANGLER,2008,0
